,bias,cells,cellswithmotif,cellswithmotif_sd,cellswithmotif_se,elong,maxstrandlen,motif,motiffreq,motiffreq_sd,motiffreq_se,nonemptystrands,nonemptystrands_sd,nonemptystrands_se,nr_samples,rounds,sampler_start,strands,trials
324,"[0.55, 0.45]",100,"['0.99026400000000014', '0.0014017646022068332']","['0.0013708041435595961', '0.0014017646022068332']","['0.0001938609811179216', '0.00019823945116954301']",0.2,7,"['11110', '00001']","['0.074778520109619148', '0.074769001830886778']","['0.00043432869542204373', '0.00032965682375266477']","['6.1423353159366739e-05', '4.6620515107985553e-05']",['0.95234040000000009'],['0.00034420575242141385'],['4.8678044332119922e-05'],50,15000,1000,100,50
325,"[0.55, 0.45]",100,"['0.86150800000000016', '0.0058821506271090861']","['0.005339244890431593', '0.0058821506271090861']","['0.00075508325368796086', '0.00083186171927790756']",0.05,7,"['11110', '00001']","['0.038539971056176132', '0.038480160137304605']","['0.00036528531944925077', '0.00041104488903725343']","['5.1659145290091896e-05', '5.8130525682062774e-05']",['0.83338415999999982'],['0.0008233059057240244'],['0.000116433037785678'],50,15000,1000,100,50
326,"[0.55, 0.45]",100,"['0.59083199999999991', '0.0064629603124264851']","['0.0072909105055541674', '0.0064629603124264851']","['0.0010310904519003183', '0.00091400061269125905']",0.025,7,"['11110', '00001']","['0.018290195835687209', '0.018249483763658435']","['0.0003848059415542257', '0.00036023050941186784']","['5.4419778142773451e-05', '5.0944287199083233e-05']",['0.71415408000000014'],['0.0012267288508875896'],['0.00017348565782795915'],50,15000,1000,100,50
327,"[0.55, 0.45]",100,"['0.22218000000000007', '0.0078751294592533504']","['0.007161480293905711', '0.0078751294592533504']","['0.0010127862558309115', '0.0011137114886719986']",0.0125,7,"['11110', '00001']","['0.005566399039314762', '0.0055726278887849911']","['0.00020124466738552242', '0.00019971769563267887']","['2.8460293797186827e-05', '2.8244347380963631e-05']",['0.55513148000000023'],['0.0017680901248522095'],['0.00025004570340639336'],50,15000,1000,100,50
328,"[0.65, 0.35]",100,"['0.97003999999999957', '0.002509068352994785']","['0.0029189039038652618', '0.002509068352994785']","['0.00041279534881100258', '0.0003548358493726349']",0.1,7,"['11110', '00001']","['0.066337609407777526', '0.066382818510201919']","['0.00055851183637161924', '0.00052506762804505633']","['7.8985501374264673e-05', '7.4255776074439033e-05']",['0.90921939999999979'],['0.00053424896817871588'],['7.5554213648217202e-05'],50,15000,1000,100,50
329,"[0.65, 0.35]",100,"['0.9928880000000001', '0.0014965346638150781']","['0.001266276431116073', '0.0014965346638150781']","['0.00017907853025977505', '0.00021164196181287437']",0.2,7,"['11110', '00001']","['0.084416915145856711', '0.084524840984949098']","['0.00051472111058724064', '0.00053532418402409327']","['7.2792557543221732e-05', '7.5706272131318317e-05']",['0.95237803999999981'],['0.00033960977371090914'],['4.8028074789642546e-05'],50,15000,1000,100,50
330,"[0.65, 0.35]",100,"['0.87472000000000005', '0.0045077515459483949']","['0.0042528108352006292', '0.0045077515459483949']","['0.0006014382761347979', '0.00063749233720885061']",0.05,7,"['11110', '00001']","['0.042538552838037987', '0.042520552147891716']","['0.0004789737930923399', '0.00047042909925619286']","['6.7737123421247173e-05', '6.6528721230306676e-05']",['0.83335196'],['0.00080789855699831979'],['0.00011425410963286768'],50,15000,1000,100,50
331,"[0.65, 0.35]",100,"['0.60588400000000009', '0.008382148650554918']","['0.0079301036563212742', '0.008382148650554918']","['0.0011214860141794015', '0.0011854148303442101']",0.025,7,"['11110', '00001']","['0.019751342466833615', '0.019755969809512802']","['0.00039263731184543851', '0.00030256598095132134']","['5.5527301150553339e-05', '4.2789291377407818e-05']",['0.71427300000000016'],['0.0014194413689899456'],['0.00020073932350190139'],50,15000,1000,100,50
332,"[0.65, 0.35]",100,"['0.22590400000000005', '0.0078442937221906654']","['0.0074610712367594962', '0.0078442937221906654']","['0.0010551548132857081', '0.0011093506569160166']",0.0125,7,"['11110', '00001']","['0.0056946554790428643', '0.0057334197826674829']","['0.00019760824891569247', '0.00024245626130042921']","['2.7946026565337075e-05', '3.4288493301334197e-05']",['0.55537624000000008'],['0.0015916294362696439'],['0.0002250903935044774'],50,15000,1000,100,50
333,"[0.75, 0.25]",100,"['0.97675199999999951', '0.001918732915233349']","['0.0020993560917576606', '0.001918732915233349']","['0.00029689378572142592', '0.00027134981112946681']",0.1,7,"['11110', '00001']","['0.08001681447517564', '0.079897656770610212']","['0.00061504904180550632', '0.00074099042775153349']","['8.6981069644592379e-05', '0.00010479187125148596']",['0.90901759999999998'],['0.00055475688368871866'],['7.845447087324196e-05'],50,15000,1000,100,50
334,"[0.75, 0.25]",100,"['0.99518400000000029', '0.00087109126961533434']","['0.00093023867904965527', '0.00087109126961533434']","['0.00013155561561560553', '0.00012319090875548042']",0.2,7,"['11110', '00001']","['0.10397719968434066', '0.1039945441863136']","['0.0007596197478450719', '0.00077923425682470686']","['0.00010742645496489312', '0.00011020036542672199']",['0.95241335999999999'],['0.00036613231269579235'],['5.1778928223741649e-05'],50,15000,1000,100,50
335,"[0.75, 0.25]",100,"['0.89070400000000016', '0.0051388714714419737']","['0.0052465973735364487', '0.0051388714714419737']","['0.00074198091619663044', '0.00072674617302054224']",0.05,7,"['11110', '00001']","['0.05062379843484105', '0.050655368872215153']","['0.00062190069961056684', '0.00062309994448999989']","['8.7950040383857984e-05', '8.811963922116805e-05']",['0.83345476000000007'],['0.0010082170313974886'],['0.00014258341996178689'],50,15000,1000,100,50
336,"[0.75, 0.25]",100,"['0.62203199999999981', '0.0084902051800884049']","['0.0068659577627596868', '0.0084902051800884049']","['0.00097099305867755822', '0.0012006963313011328']",0.025,7,"['11110', '00001']","['0.022596069239005825', '0.022548316400511904']","['0.00043021148866141537', '0.00041402245757876107']","['6.0841092195369261e-05', '5.8551617463492333e-05']",['0.71405463999999996'],['0.0015884852880653593'],['0.00022464574380121638'],50,15000,1000,100,50
337,"[0.75, 0.25]",100,"['0.23430799999999993', '0.0085185125462136791']","['0.0083957332020497093', '0.0085185125462136791']","['0.0011873359760404792', '0.001204699597410075']",0.0125,7,"['11110', '00001']","['0.0061399621419395856', '0.0061317498248924483']","['0.00025735438881882702', '0.00025816473032994747']","['3.6395406700382396e-05', '3.6510006295900441e-05']",['0.55565719999999996'],['0.0015763279861754902'],['0.00022292644167976468'],50,15000,1000,100,50
338,"[0.85, 0.15]",100,"['0.98055599999999965', '0.001986417881514367']","['0.0023400136751737712', '0.001986417881514367']","['0.00033092790755692573', '0.00028092191085780493']",0.1,7,"['11110', '00001']","['0.098119544364747263', '0.098171062626750683']","['0.0011165716409831045', '0.00092044403872229661']","['0.00015790707580394886', '0.00013017044429665381']",['0.90914887999999994'],['0.00045278713055915931'],['6.4033770090476036e-05'],50,15000,1000,100,50
339,"[0.85, 0.15]",100,"['0.99631600000000009', '0.0010371113729971499']","['0.00099284641309721824', '0.0010371113729971499']","['0.00014040968627555665', '0.00014666969693839511']",0.2,7,"['11110', '00001']","['0.12746951922516728', '0.12742627137245108']","['0.0010932136662547534', '0.0010634053250715562']","['0.00015460375933890866', '0.00015038822330159645']",['0.95236880000000002'],['0.00032571963404129806'],['4.6063712399240493e-05'],50,15000,1000,100,50
340,"[0.85, 0.15]",100,"['0.90454800000000002', '0.0053547795472829703']","['0.0051939672698237257', '0.0053547795472829703']","['0.00073453789555066699', '0.00075728018592856382']",0.05,7,"['11110', '00001']","['0.061844473034300441', '0.061956733337335777']","['0.00092503728361584769', '0.00077376062967712302']","['0.0001308200272190299', '0.00010942627765197333']",['0.8334789199999999'],['0.00084635285407448733'],['0.0001196923684785317'],50,15000,1000,100,50
341,"[0.85, 0.15]",100,"['0.6415479999999999', '0.0079500399998993845']","['0.0094798995775271858', '0.0079500399998993845']","['0.001340660255247392', '0.0011243054389266309']",0.025,7,"['11110', '00001']","['0.027012470602832468', '0.026864790528040014']","['0.0005921677085852109', '0.00057142814523746888']","['8.3745160468060394e-05', '8.0812143291653118e-05']",['0.71443884000000013'],['0.00094764517325842789'],['0.00013401726563394702'],50,15000,1000,100,50
342,"[0.85, 0.15]",100,"['0.2416320000000001', '0.0065616046817832466']","['0.0077626139927217692', '0.0065616046817832466']","['0.0010977993987974287', '0.00092795103319086639']",0.0125,7,"['11110', '00001']","['0.0068422405523996168', '0.0067701969044090139']","['0.00030847324115585838', '0.00034828920247247157']","['4.3624704127180134e-05', '4.925553137646782e-05']",['0.5559021999999999'],['0.001533836927446999'],['0.00021691729852642229'],50,15000,1000,100,50
343,"[0.95, 0.05]",100,"['0.96431600000000006', '0.0028548036710078061']","['0.0027785147111360855', '0.0028548036710078061']","['0.00039294131877418143', '0.00040373020694517387']",0.1,7,"['11110', '00001']","['0.093641027641140101', '0.094045209213950903']","['0.0015219020544851728', '0.0010942165080685298']","['0.00021522945260564084', '0.00015474558258830439']",['0.90906619999999994'],['0.00056357391706857954'],['7.9701387691811503e-05'],50,15000,1000,100,50
344,"[0.95, 0.05]",100,"['0.99047199999999991', '0.0015564061166675114']","['0.0014487290982099503', '0.0015564061166675114']","['0.00020488123388930551', '0.00022010906387516361']",0.2,7,"['11110', '00001']","['0.11400276595877307', '0.11427423088924007']","['0.0013812882814484087', '0.0013778019519159205']","['0.00019534366211713643', '0.00019485062066636178']",['0.95234863999999997'],['0.00028367120121718385'],['4.0117166001600861e-05'],50,15000,1000,100,50
345,"[0.95, 0.05]",100,"['0.87039999999999995', '0.0059481775360189374']","['0.0064670240451075696', '0.0059481775360189374']","['0.00091457531127840392', '0.000841199334284096']",0.05,7,"['11110', '00001']","['0.064474361560184365', '0.064507593954978196']","['0.0011826605490361942', '0.0013627925922206638']","['0.00016725345881305967', '0.00019272797666200495']",['0.83330455999999975'],['0.00094551184360641672'],['0.00013371556726125833'],50,15000,1000,100,50
346,"[0.95, 0.05]",100,"['0.61447599999999991', '0.011212582218204687']","['0.0090856273311203089', '0.011212582218204687']","['0.0012849017394338008', '0.001585698584220847']",0.025,7,"['11110', '00001']","['0.030312016814031187', '0.030426793774914009']","['0.00098361258904640348', '0.00098326040867229166']","['0.00013910382635503373', '0.00013905402052888667']",['0.71431259999999985'],['0.0010888604869311641'],['0.00015398812681502244'],50,15000,1000,100,50
347,"[0.95, 0.05]",100,"['0.23733600000000007', '0.0090577780939919087']","['0.0077728182791057168', '0.0090577780939919087']","['0.0010992425028172805', '0.0012809632625489279']",0.0125,7,"['11110', '00001']","['0.0072522651537347549', '0.0071323315685162892']","['0.00037864314678126744', '0.00031718354189214288']","['5.3548227347769492e-05', '4.4856526670540322e-05']",['0.5558597999999999'],['0.0015878681683313676'],['0.00022455846989147447'],50,15000,1000,100,50
348,"[1.0, 0.0]",100,"['0.48103200000000002', '0.010019469846254354']","['0.011150344209933589', '0.010019469846254354']","['0.0015768968006816394', '0.0014169670144361178']",0.1,7,"['11110', '00001']","['0.020274231160187638', '0.02014622295780466']","['0.00077214625161338923', '0.00060623140238257132']","['0.00010919797011672033', '8.5734067118589335e-05']",['0.90916971999999996'],['0.00047893632311613781'],['6.7731824366394489e-05'],50,15000,1000,100,50
349,"[1.0, 0.0]",100,"['0.48445200000000005', '0.0091094895575986965']","['0.0093814975350420757', '0.0091094895575986965']","['0.0013267441049426263', '0.0012882763678652162']",0.2,7,"['11110', '00001']","['0.016328352528625214', '0.016447356716112135']","['0.0005128159112497662', '0.00053084809425854769']","['7.2523121669013674e-05', '7.5073257446034927e-05']",['0.95238755999999991'],['0.00030730604680025093'],['4.3459637918417592e-05'],50,15000,1000,100,50
350,"[1.0, 0.0]",100,"['0.48018000000000005', '0.0091039332159237665']","['0.0072865080800065055', '0.0091039332159237665']","['0.0010304678549086341', '0.0012874905824898297']",0.05,7,"['11110', '00001']","['0.021765541937272214', '0.021996796479556293']","['0.00081698342558340713', '0.00066061870342397811']","['0.00011553890406940845', '9.3425592993951923e-05']",['0.83326584000000026'],['0.00096612784578439294'],['0.00013663111024945904'],50,15000,1000,100,50
351,"[1.0, 0.0]",100,"['0.42596399999999995', '0.010231293955311815']","['0.0088610328969031676', '0.010231293955311815']","['0.0012531392899434615', '0.0014469234672227834']",0.025,7,"['11110', '00001']","['0.016989661326626583', '0.016955838598398408']","['0.00057430096756925966', '0.00058119723513719713']","['8.1218421722043795e-05', '8.2193701234476889e-05']",['0.71411943999999994'],['0.0011429300619022911'],['0.00016163471943861412'],50,15000,1000,100,50
352,"[1.0, 0.0]",100,"['0.21349600000000002', '0.0072270602598843731']","['0.0073631775749332523', '0.0072270602598843731']","['0.0010413105588632041', '0.0010220606635616106']",0.0125,7,"['11110', '00001']","['0.006169625853467889', '0.0061400189225864774']","['0.00028987383500209959', '0.00033964245252247601']","['4.0994350883706999e-05', '4.8032696271494559e-05']",['0.55583099999999996'],['0.0015524799386787379'],['0.0002195538184591622'],50,15000,1000,100,50
